-95.000,-56.000
-94.923,-56.004
-89.196,-56.322
-88.416,-56.366
-87.594,-56.411
-87.594,-56.411
-87.594,-56.411
-87.594,-56.411
-87.594,-56.411
-86.703,-56.461
-86.703,-56.461
-86.703,-56.461
-86.703,-56.461
-85.808,-56.511
-85.808,-56.511
-85.808,-56.511
-85.808,-56.511
-85.808,-56.511
-84.924,-56.560
-84.924,-56.560
-84.924,-56.560
-84.026,-56.610
-84.026,-56.610
-84.026,-56.610
-84.026,-56.610
-84.026,-56.610
-83.152,-56.658
-83.152,-56.658
-83.152,-56.658
-83.152,-56.658
-83.152,-56.658
-82.250,-56.708
-82.250,-56.708
-82.250,-56.708
-81.344,-56.759
-81.344,-56.759
-81.344,-56.759
-81.344,-56.759
-81.344,-56.759
-81.344,-56.759
-80.997,-56.787
-80.997,-56.787
-80.997,-56.787
-80.584,-56.818
-80.584,-56.818
-80.175,-56.849
-80.175,-56.849
-80.175,-56.849
-80.175,-56.849
-80.175,-56.849
-79.798,-56.878
-79.798,-56.878
-79.798,-56.878
-79.798,-56.878
-79.798,-56.878
-79.798,-56.878
-79.798,-56.878
-79.437,-56.906
-79.437,-56.906
-79.437,-56.906
-79.437,-56.906
-79.437,-56.906
-79.437,-56.906
-79.437,-56.906
-79.081,-56.933
-79.081,-56.933
-79.081,-56.933
-79.081,-56.933
-79.081,-56.933
-79.081,-56.933
-79.081,-56.933
-78.766,-56.958
-78.766,-56.958
-78.766,-56.958
-78.766,-56.958
-78.766,-56.958
-78.766,-56.958
-77.755,-57.045
-77.755,-57.045
-77.755,-57.045
-77.755,-57.045
-77.755,-57.045
-77.755,-57.045
-77.755,-57.045
-76.505,-57.190
-76.505,-57.190
-76.505,-57.190
-76.505,-57.190
-76.505,-57.190
-76.505,-57.190
-76.505,-57.190
-75.615,-57.298
-75.615,-57.298
-75.615,-57.298
-75.615,-57.298
-75.615,-57.298
-75.615,-57.298
-74.805,-57.392
-74.805,-57.392
-74.805,-57.392
-74.805,-57.392
-74.805,-57.392
-74.805,-57.392
-74.021,-57.474
-74.021,-57.474
-74.021,-57.474
-74.021,-57.474
-74.021,-57.474
-73.293,-57.522
-73.293,-57.522
-73.293,-57.522
-73.293,-57.522
-73.293,-57.522
-73.293,-57.522
-72.591,-57.551
-72.591,-57.551
-72.591,-57.551
-72.591,-57.551
-72.591,-57.551
-72.591,-57.551
-71.968,-57.529
-71.968,-57.529
-71.968,-57.529
-71.968,-57.529
-71.968,-57.529
-71.968,-57.529
-71.968,-57.529
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-71.352,-57.503
-70.715,-57.732
-70.715,-57.732
-70.715,-57.732
-70.715,-57.732
-70.715,-57.732
-70.715,-57.732
-70.715,-57.732
-70.183,-57.865
-70.183,-57.865
-70.183,-57.865
-70.183,-57.865
-70.183,-57.865
-70.183,-57.865
-69.711,-57.954
-69.711,-57.954
-69.711,-57.954
-69.711,-57.954
-69.711,-57.954
-69.711,-57.954
-69.711,-57.954
-69.285,-58.002
-69.285,-58.002
-69.285,-58.002
-69.285,-58.002
-69.285,-58.002
-69.285,-58.002
-69.285,-58.002
-68.943,-58.219
-68.943,-58.219
-68.943,-58.219
-68.943,-58.219
-68.943,-58.219
-68.943,-58.219
-68.943,-58.219
-68.725,-58.468
-68.725,-58.468
-68.725,-58.468
-68.725,-58.468
-68.725,-58.468
-68.725,-58.468
-68.725,-58.468
-68.629,-58.715
-68.629,-58.715
-68.629,-58.715
-68.629,-58.715
-68.629,-58.715
-68.629,-58.715
-68.689,-59.045
-68.689,-59.045
-68.689,-59.045
-68.689,-59.045
-68.689,-59.045
-68.689,-59.045
-68.689,-59.045
-68.741,-59.209
-68.741,-59.209
-68.741,-59.209
-68.741,-59.209
-68.741,-59.209
-68.741,-59.209
-68.741,-59.209
-68.885,-59.281
-68.885,-59.281
-68.885,-59.281
-68.885,-59.281
-68.885,-59.281
-68.885,-59.281
-68.885,-59.281
-69.049,-59.284
-69.049,-59.284
-69.049,-59.284
-69.378,-59.553
-69.378,-59.553
-69.378,-59.553
-69.378,-59.553
-69.378,-59.553
-69.378,-59.553
-69.378,-59.553
-69.786,-59.770
-69.786,-59.770
-69.786,-59.770
-69.786,-59.770
-69.786,-59.770
-69.786,-59.770
-69.786,-59.770
-70.324,-59.881
-70.324,-59.881
-70.324,-59.881
-70.324,-59.881
-70.324,-59.881
-70.324,-59.881
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-70.911,-59.929
-71.502,-59.855
-71.502,-59.855
-71.502,-59.855
-71.502,-59.855
-71.502,-59.855
-71.502,-59.855
-71.502,-59.855
-72.092,-59.726
-72.092,-59.726
-72.092,-59.726
-72.092,-59.726
-72.092,-59.726
-72.092,-59.726
-72.092,-59.726
-72.643,-59.492
-72.643,-59.492
-72.643,-59.492
-72.643,-59.492
-72.643,-59.492
-72.643,-59.492
-72.643,-59.492
-73.171,-59.189
-73.171,-59.189
-73.171,-59.189
-73.171,-59.189
-73.171,-59.189
-73.171,-59.189
-73.171,-59.189
-73.686,-58.817
-73.686,-58.817
-73.686,-58.817
-73.686,-58.817
-73.686,-58.817
-73.686,-58.817
-73.686,-58.817
-74.179,-58.336
-74.179,-58.336
-74.179,-58.336
-74.179,-58.336
-74.179,-58.336
-74.179,-58.336
-74.179,-58.336
-74.660,-57.774
-74.660,-57.774
-74.660,-57.774
-74.660,-57.774
-74.660,-57.774
-74.660,-57.774
-74.660,-57.774
-75.131,-57.126
-75.131,-57.126
-75.131,-57.126
-75.131,-57.126
-75.131,-57.126
-75.131,-57.126
-75.597,-56.410
-75.597,-56.410
-75.597,-56.410
-75.597,-56.410
-75.597,-56.410
-75.597,-56.410
-75.597,-56.410
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.061,-55.616
-76.528,-54.779
-76.528,-54.779
-76.528,-54.779
-76.528,-54.779
-76.528,-54.779
-76.528,-54.779
-77.000,-53.933
-77.000,-53.933
-77.000,-53.933
-77.000,-53.933
-77.000,-53.933
-77.000,-53.933
-77.000,-53.933
-77.485,-53.084
-77.485,-53.084
-77.485,-53.084
-77.485,-53.084
-77.485,-53.084
-77.485,-53.084
-77.485,-53.084
-77.985,-52.207
-77.985,-52.207
-77.985,-52.207
-77.985,-52.207
-77.985,-52.207
-77.985,-52.207
-78.514,-51.332
