5,C2_T,500,100,5,12,3000,2,4,0.8,7.5,7.5,0.017,0.017,1,1,25,1.3,0.7,0,5,7.040597,353,507.0901,2777.958
5,Scene S,C2_T,500,100,5,12,3000,2,4,0.8,7.5,7.5,0.017,0.017,1,1,25,1.3,0.7,0,5,16.68073,835,1421.047,6301.542
